Algorithm,Accuracy
Two-Class Boosted Decision Tree,0.8125
Two-Class Averaged Perceptron,0.166666666666667
Two-Class Decision Forest,0.791666666666667
Two-Class Neural Network,0.166666666666667
Two-Class Locally-Deep Support Vector Machine,0.833333333333333
Two-Class Support Vector Machine,0.8125
