Algorithm,Accuracy
Two-Class Boosted Decision Tree,0.916666666666667
Two-Class Averaged Perceptron,0.854166666666667
Two-Class Decision Forest,0.895833333333333
Two-Class Neural Network,0.875
Two-Class Locally-Deep Support Vector Machine,0.875
Two-Class Support Vector Machine,0.875
