Algorithm,Accuracy
Two-Class Boosted Decision Tree,0.5
Two-Class Averaged Perceptron,0.541666666666667
Two-Class Decision Forest,0.479166666666667
Two-Class Neural Network,0.604166666666667
Two-Class Locally-Deep Support Vector Machine,0.458333333333333
Two-Class Support Vector Machine,0.541666666666667
