Algorithm,Accuracy
Two-Class Boosted Decision Tree,0.291666666666667
Two-Class Averaged Perceptron,0.583333333333333
Two-Class Decision Forest,0.5625
Two-Class Neural Network,0.604166666666667
Two-Class Locally-Deep Support Vector Machine,0.625
Two-Class Support Vector Machine,0.666666666666667
