Algorithm,Accuracy
Two-Class Boosted Decision Tree,0.610909090909091
Two-Class Averaged Perceptron,0.570909090909091
Two-Class Decision Forest,0.578181818181818
Two-Class Neural Network,0.549090909090909
Two-Class Locally-Deep Support Vector Machine,0.589090909090909
Two-Class Support Vector Machine,0.607272727272727
