Algorithm,Accuracy
Two-Class Boosted Decision Tree,0.568571428571429
Two-Class Averaged Perceptron,0.565714285714286
Two-Class Decision Forest,0.56
Two-Class Neural Network,0.56
Two-Class Locally-Deep Support Vector Machine,0.54
Two-Class Support Vector Machine,0.522857142857143
