Algorithm,Accuracy
Two-Class Boosted Decision Tree,0.505454545454545
Two-Class Averaged Perceptron,0.52
Two-Class Decision Forest,0.538181818181818
Two-Class Neural Network,0.549090909090909
Two-Class Locally-Deep Support Vector Machine,0.538181818181818
Two-Class Support Vector Machine,0.487272727272727
