"ten3Date","ten7Date","ten14Date","ten30Date","AAPLten3Signal","AAPLten3Accuracy","AAPLten7Signal","AAPLten7Accuracy","AAPLten14Signal","AAPLten14Accuracy","AAPLten30Signal","AAPLten30Accuracy","BACten3Signal","BACten3Accuracy","BACten7Signal","BACten7Accuracy","BACten14Signal","BACten14Accuracy","BACten30Signal","BACten30Accuracy","INTCten3Signal","INTCten3Accuracy","INTCten7Signal","INTCten7Accuracy","INTCten14Signal","INTCten14Accuracy","INTCten30Signal","INTCten30Accuracy"
"2017-05-23","2017-05-19","2017-05-23","2017-05-23","fall",0.291522026062012,"rise",0.915206015110016,"rise",0.783336758613586,"fall",0.442857142857143,"rise",0.864524006843567,"rise",0.765895545482636,"rise",0.979777872562408,"rise",0.998081266880035,"rise",0.922473669052124,"rise",0.998883306980133,"rise",0.626065909862518,"fall",0.0296491626650095
