Algorithm,Accuracy
Two-Class Boosted Decision Tree,0.5
Two-Class Averaged Perceptron,0.516129032258065
Two-Class Decision Forest,0.548387096774194
Two-Class Neural Network,0.516129032258065
Two-Class Locally-Deep Support Vector Machine,0.524193548387097
Two-Class Support Vector Machine,0.483870967741936
