Algorithm,Accuracy
Two-Class Boosted Decision Tree,0.527472527472527
Two-Class Averaged Perceptron,0.537087912087912
Two-Class Decision Forest,0.535714285714286
Two-Class Neural Network,0.521978021978022
Two-Class Locally-Deep Support Vector Machine,0.524725274725275
Two-Class Support Vector Machine,0.550824175824176
