Algorithm,Accuracy
Two-Class Boosted Decision Tree,0.57258064516129
Two-Class Averaged Perceptron,0.604838709677419
Two-Class Decision Forest,0.580645161290323
Two-Class Neural Network,0.604838709677419
Two-Class Locally-Deep Support Vector Machine,0.532258064516129
Two-Class Support Vector Machine,0.612903225806452
