Algorithm,Accuracy
Two-Class Boosted Decision Tree,0.552727272727273
Two-Class Averaged Perceptron,0.585454545454545
Two-Class Decision Forest,0.556363636363636
Two-Class Neural Network,0.574545454545455
Two-Class Locally-Deep Support Vector Machine,0.527272727272727
Two-Class Support Vector Machine,0.552727272727273
