Algorithm,Accuracy
Two-Class Boosted Decision Tree,0.580645161290323
Two-Class Averaged Perceptron,0.556451612903226
Two-Class Decision Forest,0.556451612903226
Two-Class Neural Network,0.596774193548387
Two-Class Locally-Deep Support Vector Machine,0.604838709677419
Two-Class Support Vector Machine,0.604838709677419
