Algorithm,Accuracy
Two-Class Boosted Decision Tree,0.583333333333333
Two-Class Averaged Perceptron,0.645833333333333
Two-Class Decision Forest,0.645833333333333
Two-Class Neural Network,0.625
Two-Class Locally-Deep Support Vector Machine,0.625
Two-Class Support Vector Machine,0.6875
