Algorithm,Accuracy
Two-Class Boosted Decision Tree,0.551428571428571
Two-Class Averaged Perceptron,0.48
Two-Class Decision Forest,0.557142857142857
Two-Class Neural Network,0.525714285714286
Two-Class Locally-Deep Support Vector Machine,0.565714285714286
Two-Class Support Vector Machine,0.52
