Algorithm,Accuracy
Two-Class Boosted Decision Tree,0.527272727272727
Two-Class Averaged Perceptron,0.538181818181818
Two-Class Decision Forest,0.534545454545455
Two-Class Neural Network,0.574545454545455
Two-Class Locally-Deep Support Vector Machine,0.567272727272727
Two-Class Support Vector Machine,0.530909090909091
