Algorithm,Accuracy
Two-Class Boosted Decision Tree,0.572802197802198
Two-Class Averaged Perceptron,0.593406593406593
Two-Class Decision Forest,0.572802197802198
Two-Class Neural Network,0.611263736263736
Two-Class Locally-Deep Support Vector Machine,0.596153846153846
Two-Class Support Vector Machine,0.596153846153846
