Algorithm,Accuracy
Two-Class Boosted Decision Tree,0.559065934065934
Two-Class Averaged Perceptron,0.605769230769231
Two-Class Decision Forest,0.581043956043956
Two-Class Neural Network,0.596153846153846
Two-Class Locally-Deep Support Vector Machine,0.574175824175824
Two-Class Support Vector Machine,0.60989010989011
