"ten3Date","ten7Date","ten14Date","ten30Date","AAPLten3Signal","AAPLten3Accuracy","AAPLten7Signal","AAPLten7Accuracy","AAPLten14Signal","AAPLten14Accuracy","AAPLten30Signal","AAPLten30Accuracy","BACten3Signal","BACten3Accuracy","BACten7Signal","BACten7Accuracy","BACten14Signal","BACten14Accuracy","BACten30Signal","BACten30Accuracy","INTCten3Signal","INTCten3Accuracy","INTCten7Signal","INTCten7Accuracy","INTCten14Signal","INTCten14Accuracy","INTCten30Signal","INTCten30Accuracy"
"2017-05-09","2017-05-09","2017-05-09","2017-05-09","fall",0.452447056770325,"rise",0.918794989585876,"rise",0.830394506454468,"rise",0.537593984962406,"rise",0.868096828460693,"rise",0.633078157901764,"rise",0.966637253761292,"rise",0.998081266880035,"fall",0.0657624751329422,"fall",0.262508183717728,"rise",0.614176273345947,"rise",0.919519066810608
